The Old
Pinto Pete in Arizona
Pinto Pete
Program Format
|Incredible, But True|
But True
The Planet
Planet Man
Planet Man
Police Headquarters
Police Headquarters - Single Episodes
Police Headquarters
Fort Laramie
Fort Laramie
Fort Laramie
Peter Chambers
Crime and Peter Chambers - Single Episodes
Peter Chambers
Lux Radio
Lux Radio Theatre Season 10 Single Episodes
Lux Radio
Copyright Jim
Suspense 1947 - Single Episodes
Single Episodes
Crime Museum
The Black Museum
The Black
New York
21st Precinct - Single Episodes
Single Episodes
Lights Out
The Devil and Mr O
The Devil
You Can
You Can't Do Business with Hitler
You Can
New Zealand
Claybourne - Single Episodes
Single Episodes
The Strange
The Strange Dr. Weird
The Strange
The Great
The Great Gildersleeve
The Great
Certified Release
Movie Previews - Single Episodes
Movie Previews
This OTRR
The Singles and Doubles Collection: Single Episodes O-S
The Singles
Murder By
Murder By Experts -Single Episodes
Murder By
Lux Radio
Lux Radio Theatre Season 07 Single Episodes
Lux Radio
Frontier Gentleman
Luke Slaughter of Tombstone - Single Episodes
Luke Slaughter
Academy Award
Academy Award
Academy Award
This OTRR
The Singles and Doubles Collection: Single Episodes T-Z
The Singles
District Attorney
Stand By for Crime
Stand By
Fritz Lang
The Whistler - Single Episodes
The Whistler
Lux Radio
Lux Radio Theatre Season 21 Single Episodes
Lux Radio
Mel Blanc
The Mel Blanc Show
The Mel
All Aboard
Club Car Special - Single Episodes
Club Car
Dan Holiday
Box 13
Brian Donlevy
Dangerous Assignment - Single Episodes
Dangerous Assignment
Lux Radio
Lux Radio Theatre Season 02 Single Episodes
Lux Radio
Johnny Dollar
Yours Truly Johnny Dollar Singles Edmond O'Brien
Yours Truly
True Crime
In the Name of the Law
Lux Radio
Lux Radio Theatre Season 05 Single Episodes
Lux Radio
Theater Five
Theater Five - Single Episodes
Theater Five
Copyright Jim
Suspense 1948 - Single Episodes
Single Episodes
Copyright Jim
Suspense 1952 - Single Episodes
Single Episodes
New York
Soldiers of the Press - Single Episodes
Single Episodes
Copyright Jim
Suspense 1944 - Single Episodes
Single Episodes
Cavalcade Of America
Cavalcade Of
One World
One World Flight - Single Episodes
One World
Old Gold
Old Gold Comedy Theater
Old Gold
The Pacific
The Pacific Story - Single Episodes
The Pacific
Johnny Dollar
|Yours Truly, Johnny Dollar|
Yours Truly
Adventure Ahead
Adventure Ahead
Adventure Ahead
Crime Photographer
|Casey, Crime Photographer|
Crime Photographer
West Texas
Pat O'Daniel and The Hillbilly Boys
The Hillbilly
Jump Jump
Jump Jump and the Ice Queen
Jump Jump
The Crime
Crime Club - Single Episodes
Crime Club
The Sound
The Sound of War
The Sound
Lux Radio
Lux Radio Theatre Season 19 Single Episodes
Lux Radio
The Six
The Six Shooter
The Six
The Whistler
Inner Sanctum Mysteries - Single Episodes
Inner Sanctum
Copyright Jim
Suspense 1945 - Single Episodes
Single Episodes
The Marriage
The Marriage - Single Episodes
The Marriage
The Marriage
The Marriage
The Marriage
Theater Five
Theater Five
Theater Five
Lux Radio
OTRR_Lux_Radio_Theatre_Seasons_Singles
Sir Lawrence
Theatre Royal - Single Episodes
Theatre Royal
Sloan Foundation
Heritage Over The Land - Single Episodes
Heritage Over
Syndicated Cast
Frontier Town - Single Episodes
Frontier Town
Paul Parrot
Cruise of the Poll Parrot
Poll Parrot
Brian Donlevy
Dangerous Assignment
Dangerous Assignment
Monday Night
A Case For Dr Morelle - Single Episodes
Case For
Christian Science
The Roy Rogers Show
The Roy
Sears Radio
Sears Radio Theater
Sears Radio
Lux Radio
Lux Radio Theater - Single Episodes
Lux Radio
My Beat
Broadway Is My Beat - Single Episodes
Broadway Is
Lux Radio
Lux Radio Theatre Season 09 Single Episodes
Lux Radio
This OTRR
The Singles and Doubles Collection: Single Episodes A-C
The Singles
Copyright Jim
Suspense 1957 - Single Episodes
Single Episodes
Old Time
Ports of Call - Single Episodes
Single Episodes
Edgar Allan
Adventures of Philip Marlowe
Philip Marlowe
Rotary Golden
Rotary Golden Theater - Single Episodes
Rotary Golden
Chet Chetter
Chet Chetter's Tales from the Morgue - Single Episodes
Chet Chetter
Monday Night
A Case for Dr Morelle
Dr Morelle
Johnny Dollar
Yours Truly Johnny Dollar Singles Mandel Kramer
Yours Truly
John Steele
John Steele Adventurer - Single Episodes
John Steele
Hello Americans
Hello Americans
Hello Americans
This OTRR
The Singles And Doubles Collection vol 2
The Singles
Jack Webb
Dragnet - Single Episodes
Single Episodes
Magic Island
Magic Island - Single Episodes
Magic Island
Red Horse
Red Horse Ranch
Red Horse
Copyright Jim
Suspense 1961 - Single Episodes
Single Episodes
Victor Borge
Victor Borge Collection - Single Episodes
Victor Borge
The Police
Police Reporter
Police Reporter
Copyright Jim
Suspense 1956 - Single Episodes
Single Episodes
Certification Information
Bright Star
Bright Star
Big Story
Big Story - Single Episodes
Big Story
Daredevil Deviltry
The Daredevils of Hollywood
The Daredevils
Minus One
X Minus One - Single Episodes
Minus One
Love Story
Love Story Magazine
Love Story
Candy Matson
|Candy Matson, YUkon 2-8209|
Candy Matson
The Harold
The Harold Peary Show - Single Episodes
The Harold
Alton Delmore
Delmore Brothers
Delmore Brothers
Old Gold
Old Gold Comedy Theater - Single Episodes
Old Gold
Old Time
Bright Star - Single Episodes
Bright Star
Comic Weekly
Comic Weekly Man - Single Episodes
Comic Weekly
Johnny Dollar
Yours Truly Johnny Dollar Singles Charles Russell
Yours Truly
Jonathan Thomas
Jonathan Thomas and His Christmas on the Moon
Jonathan Thomas
Henry Morgan
Afloat With Henry Morgan
Afloat With
Minus One
X Minus One
Minus One
An Evening
An Evening with Groucho
An Evening
Lux Radio
Lux Radio Theatre Season 15 Single Episodes
Lux Radio
Dark Fantasy
Dark Fantasy
Dark Fantasy
Lux Radio
Lux Radio Theatre Season 06 Single Episodes
Lux Radio
Candy Matson
|Candy Matson, YUkon 2-8209 - Single Episodes|
Candy Matson
East Coast
The Adventures of Frank Race - Single Episodes
The Adventures
Nero Wolfe
New Adventures of Nero Wolfe - Single Episodes
New Adventures
Philo Vance
Philo Vance - Single Episodes
Philo Vance
Lights Out
The Devil and Mr. O - Single Episodes
The Devil
From Here
Rocky Fortune - Single Episodes
Rocky Fortune
Shell Chateau
Shell Chateau - Single Episodes
Shell Chateau
Syndicated Cast
Frontier Town
Frontier Town
Aladdin Electric
Aladdin Lamp - Single Episodes
Aladdin Lamp
Family Doctor
Family Doctor - Single Episodes
Family Doctor
Sears Radio
Sears Radio Theater - Single Episodes
Sears Radio
Lux Radio
Lux Radio Theatre Season 16 Single Episodes
Lux Radio
Screen Directors
Screen Directors' Playhouse
Screen Directors
All Star
All Star Western Theatre - Single Episodes
All Star
Title Insurance
Romance of the Ranchos - Single Episodes
Single Episodes
The Tumult
The Grantland Rice Story - Single Episodes
The Grantland
The Sealed
Sealed Book - Single Episodes
Sealed Book
Jonathan Thomas
Jonathan Thomas and His Christmas on the Moon - Single Episodes
Jonathan Thomas
Johnny Dollar
Yours Truly Johnny Dollar Singles John Lund
Yours Truly
Lux Radio
Lux Radio Theatre Season 18 Single Episodes
Lux Radio
Mystery Theatre
Molle Mystery Theatre - Single Episodes
Molle Mystery
New York
WJSV Complete Day
Complete Day
Lux Radio
Lux Radio Theatre Season 03 Single Episodes
Lux Radio
World War
Cloak and Dagger
All Aboard
Club Car Special
Club Car
The Mysterious
The Mysterious Traveler
The Mysterious
Program Format
|Incredible, But True - Single Episodes|
But True
The Police
Police Reporter - Single Episodes
Police Reporter
Frontier Fighters
Frontier Fighters - Single Episodes
Frontier Fighters
Lost Persons
|Mr. Keen, Tracer of Lost Persons|
Lost Persons
Fair Oaks
Jerry at Fair Oaks
Fair Oaks
Lux Radio
Lux Radio Theatre Season 13 Single Episodes
Lux Radio
Dan Holiday
Box 13 - Single Episodes
Single Episodes
Old Time
Old Time Radio Researchers Group Home Page
Old Time
Hello Americans
Hello Americans - Single Episodes
Hello Americans
Christian Science
The Roy Rogers Show - Single Episodes
The Roy
Big Story
The Big Story
The Big
The Cavalcade
Cavalcade of America
Hank Williams
Mother's Best Flour - Single Episodes
Best Flour
Frontier Fighters
Frontier Fighters
Frontier Fighters
Love Story
Love Story Magazine - Single Episodes
Love Story
American History
American History Through The Eyes Of Radio - Single Episodes
American History
The Strange
The Strange Dr Weird - Single Episodes
The Strange
The Old
Pinto Pete and His Ranch Boys - Single Episodes
Pinto Pete
Marshal Lightning
Lightning Jim
Lightning Jim
Dangerously Yours
Dangerously Yours
Dangerously Yours
Strange As
Strange As It Seems - Single Episodes
Strange As
Redbook Magazine
Redbook Dramas - Single Episodes
